what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778378805
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1429778379188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778380507
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1429778381084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778381493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778381880
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1429778383138
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1429778389487
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1429778405867
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1429778408690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778408779
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1429778408847
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1429778431106
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1429778431106
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1429778432997
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429778444666
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429778444801
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1429778444833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778446827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778600800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429778606681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778613160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778656950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778660766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778661182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778667230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429778667645
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1429778682961
